Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
4899,3.48,Artificial Intelligence,"PostgreSQL, Computer Networks, Web Development",JavaScript,Network Engineer,22 months,"Music Club, Student Government",Yes
4900,3.45,Computer Engineering,"Web Development, Machine Learning, Operating Systems, Data Structures & Algorithms (DSA)","C, Java",Hardware Engineer,3 months,Volunteering,No
4901,2.64,Computer Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA), DevOps, Web Development","R, C++, Ruby",Software Developer,21 months,"Sports Club, Music Club",Yes
4902,2.9,Chemical Engineering,"Computer Networks, Artificial Intelligence",Python,Network Engineer,6 months,Student Government,No
4903,2.35,Data Science,"Web Development, Operating Systems, PostgreSQL, Computer Networks, Machine Learning","Java, C, Ruby",Hardware Engineer,21 months,"Volunteering, Art Club",Yes
4904,3.49,Civil Engineering,"Cloud Computing, Data Structures & Algorithms (DSA), PostgreSQL","Ruby, JavaScript, C",Hardware Engineer,5 months,Student Government,Yes
4905,3.6,Chemical Engineering,"Artificial Intelligence, SQL","Python, Java",Hardware Engineer,7 months,"Debating Society, Coding Club",Yes
4906,3.4,Robotics,"Machine Learning, Artificial Intelligence, Operating Systems, Computer Networks, SQL",C++,Systems Engineer,7 months,"Debating Society, Coding Club, Volunteering",Yes
4907,2.84,Computer Engineering,"Data Structures & Algorithms (DSA), Operating Systems, Computer Networks","Python, JavaScript, C++",Network Engineer,7 months,"Coding Club, Sports Club, Volunteering",Yes
4908,2.86,Computer Engineering,"PostgreSQL, Cloud Computing, SQL, Web Development, Data Structures & Algorithms (DSA)","Python, C",Data Analyst,21 months,"Coding Club, Student Government, Art Club",Yes
4909,2.3,Civil Engineering,"PostgreSQL, Machine Learning, SQL, Computer Networks","Java, C++, Python",Systems Engineer,16 months,"Music Club, Debating Society",No
4910,2.16,Electrical Engineering,"Artificial Intelligence, Machine Learning, Operating Systems, Data Structures & Algorithms (DSA), Computer Networks","R, Python",Systems Engineer,15 months,"Music Club, Volunteering",Yes
4911,2.93,Electrical Engineering,"SQL, Cloud Computing, PostgreSQL",JavaScript,Systems Engineer,13 months,Student Government,No
4912,2.04,Information Technology,"Cloud Computing, Artificial Intelligence","Ruby, C++",Research Assistant,15 months,Debating Society,No
4913,2.77,Information Technology,"Computer Networks, Data Structures & Algorithms (DSA), Web Development, Machine Learning, Artificial Intelligence","Ruby, Python, R",Hardware Engineer,24 months,"Debating Society, Coding Club, Volunteering",No
4914,3.41,Chemical Engineering,"Web Development, Data Structures & Algorithms (DSA), Artificial Intelligence, DevOps, Computer Networks","JavaScript, Java",Systems Engineer,20 months,"Music Club, Sports Club",No
4915,2.44,Chemical Engineering,"Cloud Computing, Operating Systems","C++, Ruby",Research Assistant,19 months,"Coding Club, Debating Society, Student Government",No
4916,3.6,Computer Engineering,"DevOps, Data Structures & Algorithms (DSA), Computer Networks","C, JavaScript",Software Developer,9 months,"Art Club, Student Government",No
4917,3.2,Artificial Intelligence,"Computer Networks, PostgreSQL","R, Java, C",Hardware Engineer,4 months,Sports Club,Yes
4918,2.31,Software Engineering,"Web Development, Data Structures & Algorithms (DSA), PostgreSQL, Machine Learning",R,Data Analyst,16 months,"Volunteering, Debating Society, Student Government",No
4919,2.39,Information Technology,"Web Development, DevOps",R,Network Engineer,20 months,"Coding Club, Sports Club, Debating Society",Yes
4920,2.47,Mechanical Engineering,"Operating Systems, Cloud Computing","C, Ruby",Software Developer,9 months,Music Club,Yes
4921,3.07,Civil Engineering,"Machine Learning, Artificial Intelligence, Web Development, SQL",Python,Research Assistant,7 months,"Coding Club, Sports Club, Art Club",Yes
4922,3.07,Software Engineering,"PostgreSQL, Web Development, DevOps, Computer Networks, Data Structures & Algorithms (DSA)","C++, C",Research Assistant,17 months,"Art Club, Music Club, Debating Society",Yes
4923,3.38,Computer Engineering,"Artificial Intelligence, SQL, DevOps, Operating Systems","Python, JavaScript",Hardware Engineer,5 months,Sports Club,Yes
4924,3.3,Information Technology,"Data Structures & Algorithms (DSA), SQL, Machine Learning",JavaScript,Hardware Engineer,13 months,Volunteering,No
4925,3.72,Chemical Engineering,"Operating Systems, Machine Learning","JavaScript, Ruby",Systems Engineer,16 months,"Art Club, Debating Society",No
4926,3.08,Information Technology,"PostgreSQL, Data Structures & Algorithms (DSA), Artificial Intelligence, Web Development",JavaScript,Software Developer,13 months,Sports Club,Yes
4927,3.27,Data Science,"Web Development, DevOps, Operating Systems","C, Ruby",Network Engineer,21 months,"Volunteering, Sports Club",Yes
4928,3.19,Electrical Engineering,"Operating Systems, DevOps, PostgreSQL, Computer Networks, SQL","C, Python, JavaScript",Software Developer,11 months,"Coding Club, Music Club, Art Club",No
4929,3.1,Civil Engineering,"Data Structures & Algorithms (DSA), Computer Networks, Artificial Intelligence, SQL, Operating Systems","JavaScript, Ruby",Hardware Engineer,4 months,"Art Club, Student Government",No
4930,3.76,Chemical Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA), Web Development, Computer Networks, Cloud Computing","C, R",Network Engineer,23 months,"Coding Club, Sports Club, Student Government",Yes
4931,3.38,Artificial Intelligence,"PostgreSQL, Web Development","C, C++",Data Analyst,16 months,"Debating Society, Music Club, Volunteering",No
4932,2.04,Robotics,"SQL, DevOps",Ruby,Systems Engineer,17 months,"Sports Club, Student Government, Music Club",No
4933,2.16,Information Technology,"Cloud Computing, Operating Systems, Artificial Intelligence, Data Structures & Algorithms (DSA), Web Development","C++, Java",Software Developer,14 months,"Volunteering, Debating Society",No
4934,2.37,Mechanical Engineering,"Computer Networks, Operating Systems, Cloud Computing",Java,Hardware Engineer,18 months,"Volunteering, Music Club, Coding Club",Yes
4935,3.26,Software Engineering,"Cloud Computing, Artificial Intelligence","C, Java",Network Engineer,16 months,Coding Club,Yes
4936,2.07,Chemical Engineering,"PostgreSQL, DevOps, Data Structures & Algorithms (DSA), Machine Learning","C++, JavaScript, R",Network Engineer,23 months,"Volunteering, Sports Club",No
4937,3.06,Robotics,"SQL, Operating Systems, Cloud Computing","JavaScript, R, C",Research Assistant,14 months,"Art Club, Sports Club",Yes
4938,3.89,Chemical Engineering,"Cloud Computing, Artificial Intelligence, Web Development","Java, C",Hardware Engineer,13 months,"Music Club, Student Government",No
4939,2.95,Mechanical Engineering,"SQL, Cloud Computing, Machine Learning","Python, R, C++",Data Analyst,4 months,"Student Government, Volunteering, Sports Club",Yes
4940,3.69,Robotics,"Operating Systems, PostgreSQL, Computer Networks, Machine Learning, DevOps",C,Hardware Engineer,4 months,"Music Club, Debating Society, Volunteering",No
4941,3.85,Artificial Intelligence,"PostgreSQL, Artificial Intelligence, SQL, Machine Learning","R, C",Research Assistant,13 months,"Volunteering, Debating Society",No
4942,3.82,Computer Engineering,"DevOps, Web Development, SQL, Data Structures & Algorithms (DSA), Artificial Intelligence","Python, C",Software Developer,19 months,"Debating Society, Coding Club, Art Club",Yes
4943,2.44,Software Engineering,"PostgreSQL, Computer Networks, Machine Learning, Cloud Computing","C++, JavaScript, C",Network Engineer,7 months,Music Club,No
4944,2.37,Artificial Intelligence,"Web Development, Machine Learning, DevOps",Java,Network Engineer,14 months,Sports Club,Yes
4945,2.94,Mechanical Engineering,"PostgreSQL, Data Structures & Algorithms (DSA), Web Development, SQL, DevOps","R, Java, Ruby",Research Assistant,7 months,Sports Club,No
4946,2.23,Civil Engineering,"Artificial Intelligence, Web Development, Machine Learning, Operating Systems, SQL",Ruby,Hardware Engineer,15 months,"Volunteering, Debating Society",No
4947,2.37,Chemical Engineering,"SQL, Web Development, Data Structures & Algorithms (DSA), DevOps, Cloud Computing",R,Systems Engineer,11 months,"Debating Society, Coding Club, Sports Club",No
4948,3.09,Software Engineering,"Cloud Computing, PostgreSQL, Data Structures & Algorithms (DSA)",Java,Research Assistant,3 months,Debating Society,Yes
4949,3.07,Software Engineering,"Machine Learning, Cloud Computing, SQL","C, R, Ruby",Software Developer,7 months,"Coding Club, Student Government",Yes
4950,2.93,Software Engineering,"SQL, Data Structures & Algorithms (DSA), Computer Networks","C, C++, Ruby",Software Developer,6 months,"Coding Club, Music Club",No
4951,3.45,Software Engineering,"DevOps, Cloud Computing, SQL, Web Development, Data Structures & Algorithms (DSA)","R, JavaScript",Software Developer,21 months,"Sports Club, Art Club",Yes
4952,2.58,Electrical Engineering,"SQL, DevOps, Operating Systems","JavaScript, Python, Java",Hardware Engineer,12 months,Sports Club,No
4953,2.16,Electrical Engineering,"Data Structures & Algorithms (DSA), Web Development, Artificial Intelligence, Computer Networks, Operating Systems",JavaScript,Software Developer,20 months,"Coding Club, Volunteering",Yes
4954,4.0,Software Engineering,"DevOps, Web Development, Machine Learning",C++,Network Engineer,23 months,Student Government,No
4955,2.99,Robotics,"DevOps, SQL, Cloud Computing, Computer Networks","C, JavaScript, Java",Research Assistant,24 months,"Volunteering, Sports Club",No
4956,3.0,Data Science,"Data Structures & Algorithms (DSA), DevOps, Computer Networks","R, Java, C++",Software Developer,14 months,Student Government,Yes
4957,3.25,Chemical Engineering,"Data Structures & Algorithms (DSA), SQL, Computer Networks, Machine Learning","C++, JavaScript",Software Developer,3 months,"Volunteering, Art Club",No
4958,3.75,Civil Engineering,"Cloud Computing, Artificial Intelligence, Data Structures & Algorithms (DSA), Web Development, Machine Learning",Ruby,Network Engineer,8 months,"Volunteering, Debating Society, Music Club",No
4959,3.93,Data Science,"SQL, Computer Networks, Web Development","Python, JavaScript, R",Software Developer,24 months,Student Government,No
4960,2.73,Information Technology,"Machine Learning, Web Development, PostgreSQL, Computer Networks, Data Structures & Algorithms (DSA)","Ruby, Python, C",Systems Engineer,13 months,"Art Club, Student Government, Sports Club",No
4961,2.43,Information Technology,"Artificial Intelligence, DevOps",C++,Software Developer,11 months,Art Club,Yes
4962,2.36,Civil Engineering,"DevOps, Web Development, Artificial Intelligence","Ruby, Java, Python",Software Developer,14 months,"Coding Club, Volunteering, Sports Club",Yes
4963,2.24,Chemical Engineering,"Cloud Computing, Web Development, Computer Networks, PostgreSQL",Ruby,Hardware Engineer,18 months,"Student Government, Music Club",No
4964,3.74,Artificial Intelligence,"SQL, Operating Systems, DevOps, Computer Networks",Python,Software Developer,12 months,"Student Government, Music Club, Sports Club",Yes
4965,3.1,Artificial Intelligence,"SQL, Computer Networks, Web Development, Operating Systems, Artificial Intelligence","Ruby, Java",Hardware Engineer,24 months,"Coding Club, Music Club",Yes
4966,3.84,Mechanical Engineering,"SQL, Cloud Computing, Data Structures & Algorithms (DSA), Machine Learning",Java,Hardware Engineer,20 months,Student Government,No
4967,2.76,Computer Engineering,"SQL, PostgreSQL, Machine Learning",Python,Systems Engineer,22 months,Sports Club,Yes
4968,2.97,Data Science,"Artificial Intelligence, Web Development, Computer Networks, SQL",Ruby,Systems Engineer,19 months,Coding Club,No
4969,3.93,Robotics,"Artificial Intelligence, Cloud Computing, Operating Systems",Java,Network Engineer,17 months,"Student Government, Volunteering, Sports Club",Yes
4970,2.3,Civil Engineering,"PostgreSQL, SQL, DevOps",Java,Hardware Engineer,4 months,Sports Club,Yes
4971,2.26,Software Engineering,"Computer Networks, Machine Learning","Python, R, C++",Research Assistant,3 months,"Music Club, Student Government, Sports Club",Yes
4972,2.15,Electrical Engineering,"PostgreSQL, Operating Systems",JavaScript,Data Analyst,12 months,Volunteering,No
4973,3.67,Computer Engineering,"Cloud Computing, Operating Systems, Artificial Intelligence, Web Development","Java, C",Research Assistant,7 months,"Debating Society, Music Club",Yes
4974,2.22,Chemical Engineering,"Machine Learning, Web Development","R, Ruby",Network Engineer,8 months,"Music Club, Volunteering",Yes
4975,3.4,Information Technology,"Web Development, SQL, Artificial Intelligence, Cloud Computing","Java, C++",Hardware Engineer,21 months,"Music Club, Sports Club",Yes
4976,3.44,Civil Engineering,"Data Structures & Algorithms (DSA), SQL, DevOps, Operating Systems","Java, Ruby",Research Assistant,3 months,"Debating Society, Coding Club",Yes
4977,3.12,Software Engineering,"SQL, Artificial Intelligence, Machine Learning, Operating Systems",R,Research Assistant,10 months,"Sports Club, Art Club",Yes
4978,2.48,Data Science,"Computer Networks, DevOps, SQL, Web Development","Ruby, C++",Research Assistant,8 months,Volunteering,Yes
4979,3.66,Information Technology,"Web Development, SQL, Cloud Computing, Machine Learning, Artificial Intelligence","JavaScript, Java",Data Analyst,14 months,"Volunteering, Music Club",Yes
4980,3.73,Software Engineering,"Web Development, Artificial Intelligence, SQL, PostgreSQL, Machine Learning","R, Python",Network Engineer,24 months,"Student Government, Debating Society, Art Club",Yes
4981,3.57,Chemical Engineering,"SQL, Cloud Computing, Data Structures & Algorithms (DSA), Machine Learning, Computer Networks",Ruby,Systems Engineer,10 months,Coding Club,Yes
4982,3.46,Computer Engineering,"PostgreSQL, Web Development, Computer Networks",Java,Network Engineer,15 months,"Debating Society, Student Government",No
4983,3.9,Electrical Engineering,"Data Structures & Algorithms (DSA), Operating Systems, DevOps, Artificial Intelligence, SQL","JavaScript, Python",Data Analyst,10 months,Sports Club,No
4984,3.89,Electrical Engineering,"Machine Learning, Cloud Computing, Data Structures & Algorithms (DSA)","Python, R",Network Engineer,18 months,"Sports Club, Debating Society",No
4985,2.4,Information Technology,"Data Structures & Algorithms (DSA), PostgreSQL","R, C",Network Engineer,3 months,"Volunteering, Debating Society",No
4986,2.18,Data Science,"Artificial Intelligence, Cloud Computing, Web Development, PostgreSQL, Machine Learning","Java, C",Network Engineer,14 months,"Coding Club, Sports Club",No
4987,3.66,Mechanical Engineering,"Cloud Computing, SQL, DevOps, Web Development, Artificial Intelligence","Java, C++, C",Network Engineer,13 months,"Volunteering, Music Club, Debating Society",Yes
4988,2.23,Civil Engineering,"Data Structures & Algorithms (DSA), Operating Systems, DevOps, Computer Networks, Cloud Computing","Java, C, Ruby",Systems Engineer,4 months,"Volunteering, Sports Club, Coding Club",No
4989,3.35,Data Science,"SQL, Data Structures & Algorithms (DSA)","Python, R, Java",Systems Engineer,24 months,"Debating Society, Sports Club",No
4990,3.29,Artificial Intelligence,"DevOps, Machine Learning","Ruby, Python",Data Analyst,22 months,"Sports Club, Music Club, Student Government",No
4991,2.02,Civil Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence, Web Development","C++, JavaScript, Python",Data Analyst,19 months,Music Club,No
4992,2.26,Computer Engineering,"Data Structures & Algorithms (DSA), Cloud Computing, Computer Networks, Web Development, Machine Learning","Java, JavaScript, R",Hardware Engineer,23 months,"Debating Society, Coding Club",Yes
4993,2.87,Civil Engineering,"DevOps, SQL, PostgreSQL, Cloud Computing, Data Structures & Algorithms (DSA)",Ruby,Software Developer,3 months,Art Club,Yes
4994,3.85,Mechanical Engineering,"Machine Learning, Web Development, DevOps, Computer Networks","R, Python, Java",Data Analyst,23 months,"Art Club, Student Government, Music Club",No
4995,2.03,Robotics,"Cloud Computing, Data Structures & Algorithms (DSA), PostgreSQL","Ruby, C",Research Assistant,11 months,"Debating Society, Sports Club",Yes
4996,2.8,Artificial Intelligence,"Cloud Computing, PostgreSQL, Artificial Intelligence, Data Structures & Algorithms (DSA)","C++, Java",Data Analyst,16 months,Debating Society,No
4997,2.36,Mechanical Engineering,"Web Development, Operating Systems, SQL, Data Structures & Algorithms (DSA)",JavaScript,Systems Engineer,12 months,Coding Club,Yes
4998,2.05,Robotics,"Cloud Computing, Web Development","Python, C",Data Analyst,8 months,Sports Club,No
4999,2.41,Data Science,"Computer Networks, Operating Systems, Cloud Computing, Web Development","C++, Python, Java",Systems Engineer,20 months,Sports Club,Yes
5000,3.01,Artificial Intelligence,"DevOps, Machine Learning",C,Data Analyst,16 months,"Student Government, Music Club",No
5001,2.19,Civil Engineering,"Machine Learning, Artificial Intelligence, Data Structures & Algorithms (DSA), Computer Networks","Ruby, Java",Systems Engineer,21 months,Student Government,Yes
5002,2.94,Information Technology,"SQL, PostgreSQL, Machine Learning, Data Structures & Algorithms (DSA)","R, C++",Software Developer,8 months,"Coding Club, Debating Society",Yes
5003,2.29,Chemical Engineering,"DevOps, Machine Learning, Data Structures & Algorithms (DSA), Computer Networks","R, Java, C++",Hardware Engineer,21 months,Volunteering,Yes
5004,2.6,Electrical Engineering,"Cloud Computing, Operating Systems, PostgreSQL",R,Data Analyst,22 months,Coding Club,No
5005,3.4,Artificial Intelligence,"Cloud Computing, Operating Systems","Python, R, JavaScript",Hardware Engineer,22 months,Art Club,Yes
5006,3.57,Chemical Engineering,"Operating Systems, DevOps, Cloud Computing, Computer Networks","JavaScript, Ruby",Hardware Engineer,22 months,"Coding Club, Debating Society",No
5007,2.13,Robotics,"Data Structures & Algorithms (DSA), Web Development, Artificial Intelligence","Java, Ruby, JavaScript",Hardware Engineer,21 months,"Volunteering, Student Government",No
5008,2.14,Artificial Intelligence,"DevOps, Artificial Intelligence, Web Development, SQL","Ruby, Python, Java",Data Analyst,20 months,"Volunteering, Coding Club, Art Club",Yes
5009,3.35,Artificial Intelligence,"DevOps, Web Development, Computer Networks","C, C++, Ruby",Network Engineer,17 months,Coding Club,No
5010,2.26,Information Technology,"DevOps, SQL, Data Structures & Algorithms (DSA), PostgreSQL, Web Development","R, JavaScript",Data Analyst,6 months,Sports Club,No
5011,3.54,Mechanical Engineering,"Operating Systems, DevOps, Machine Learning","JavaScript, C++, Java",Research Assistant,24 months,"Music Club, Sports Club",Yes
5012,2.95,Data Science,"Cloud Computing, Operating Systems, Web Development",C,Software Developer,4 months,"Student Government, Debating Society",No
5013,2.37,Software Engineering,"Artificial Intelligence, Web Development, PostgreSQL",R,Data Analyst,22 months,"Sports Club, Volunteering, Student Government",No
5014,3.39,Information Technology,"Machine Learning, SQL, Computer Networks, DevOps, Artificial Intelligence","JavaScript, Python",Data Analyst,20 months,Sports Club,Yes
5015,3.69,Civil Engineering,"PostgreSQL, SQL, DevOps, Cloud Computing",Ruby,Software Developer,5 months,"Debating Society, Sports Club, Art Club",Yes
5016,3.45,Chemical Engineering,"Artificial Intelligence, Machine Learning, Web Development, PostgreSQL, Operating Systems","R, C, C++",Systems Engineer,8 months,"Sports Club, Art Club, Music Club",Yes
5017,2.92,Software Engineering,"Cloud Computing, DevOps","R, C, C++",Research Assistant,19 months,"Coding Club, Volunteering",Yes
5018,3.29,Information Technology,"DevOps, Cloud Computing","C++, C",Hardware Engineer,6 months,"Volunteering, Coding Club, Debating Society",Yes
5019,2.9,Data Science,"Machine Learning, Computer Networks","Ruby, Java",Systems Engineer,8 months,Student Government,Yes
5020,2.49,Data Science,"Operating Systems, PostgreSQL, Artificial Intelligence","C, Ruby, R",Data Analyst,17 months,Art Club,No
5021,2.78,Artificial Intelligence,"Cloud Computing, Computer Networks, DevOps, Machine Learning","Python, C, R",Data Analyst,21 months,"Coding Club, Music Club",Yes
5022,3.6,Software Engineering,"Cloud Computing, Data Structures & Algorithms (DSA), Computer Networks, PostgreSQL",Python,Network Engineer,4 months,Coding Club,Yes
5023,2.51,Chemical Engineering,"Cloud Computing, Operating Systems, SQL, DevOps, Web Development","Python, Java",Systems Engineer,4 months,"Music Club, Sports Club, Volunteering",Yes
5024,2.73,Electrical Engineering,"Web Development, DevOps, Cloud Computing, Artificial Intelligence, SQL","Python, R",Research Assistant,23 months,Art Club,Yes
5025,2.99,Computer Engineering,"Data Structures & Algorithms (DSA), Cloud Computing, Machine Learning, Operating Systems, Web Development",Python,Research Assistant,23 months,Student Government,No
5026,3.65,Computer Engineering,"DevOps, Artificial Intelligence, Data Structures & Algorithms (DSA)",Python,Data Analyst,6 months,"Volunteering, Student Government, Coding Club",No
5027,2.56,Mechanical Engineering,"Cloud Computing, DevOps, Computer Networks",JavaScript,Systems Engineer,13 months,"Music Club, Art Club",No
5028,2.8,Computer Engineering,"SQL, Computer Networks, Cloud Computing, PostgreSQL, Artificial Intelligence","R, Java, C",Hardware Engineer,4 months,"Music Club, Sports Club",No
5029,3.94,Civil Engineering,"DevOps, PostgreSQL, Artificial Intelligence",C++,Software Developer,9 months,"Music Club, Coding Club",Yes
5030,3.32,Mechanical Engineering,"Data Structures & Algorithms (DSA), Cloud Computing","Java, R",Network Engineer,8 months,"Debating Society, Volunteering",Yes
5031,2.46,Data Science,"Machine Learning, DevOps, Computer Networks","C, Ruby, C++",Network Engineer,16 months,"Debating Society, Art Club, Sports Club",No
5032,2.95,Chemical Engineering,"Machine Learning, PostgreSQL, Cloud Computing, Data Structures & Algorithms (DSA)",Ruby,Software Developer,11 months,"Sports Club, Music Club",No
5033,2.78,Software Engineering,"DevOps, Cloud Computing, Web Development, Artificial Intelligence, SQL","C, C++, JavaScript",Systems Engineer,20 months,"Student Government, Debating Society, Music Club",No
5034,2.76,Computer Engineering,"Computer Networks, DevOps, Machine Learning, Web Development","Ruby, Java",Hardware Engineer,9 months,Student Government,No
5035,3.62,Artificial Intelligence,"Operating Systems, SQL, Computer Networks",C,Network Engineer,3 months,"Volunteering, Sports Club",Yes
5036,2.06,Artificial Intelligence,"DevOps, Data Structures & Algorithms (DSA), Web Development","Python, C++",Systems Engineer,8 months,Volunteering,No
5037,2.61,Software Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence, PostgreSQL","R, Python",Research Assistant,23 months,"Debating Society, Art Club, Coding Club",No
5038,3.41,Software Engineering,"SQL, Machine Learning","JavaScript, Python, C",Software Developer,8 months,"Volunteering, Sports Club, Student Government",Yes
5039,2.03,Software Engineering,"Machine Learning, Web Development, DevOps, Computer Networks, PostgreSQL","JavaScript, R, C",Hardware Engineer,18 months,Volunteering,No
5040,2.8,Information Technology,"Data Structures & Algorithms (DSA), DevOps, SQL, Cloud Computing, Web Development","R, C",Network Engineer,9 months,"Music Club, Art Club",Yes
5041,2.77,Data Science,"PostgreSQL, DevOps","R, JavaScript, Java",Network Engineer,15 months,Music Club,Yes
5042,2.69,Software Engineering,"Computer Networks, Cloud Computing, Operating Systems","JavaScript, C++, C",Network Engineer,16 months,"Student Government, Debating Society, Music Club",No
5043,2.15,Software Engineering,"Cloud Computing, SQL, Web Development","C, Python",Systems Engineer,16 months,"Volunteering, Debating Society",No
5044,3.02,Software Engineering,"SQL, DevOps, Operating Systems","R, Python",Software Developer,6 months,"Coding Club, Volunteering, Art Club",Yes
5045,2.61,Artificial Intelligence,"Web Development, Operating Systems, Cloud Computing, DevOps, Artificial Intelligence","C, R, C++",Research Assistant,11 months,Debating Society,Yes
5046,3.08,Information Technology,"Operating Systems, Web Development","JavaScript, Java",Research Assistant,9 months,"Coding Club, Sports Club",No
5047,3.55,Software Engineering,"Web Development, Operating Systems, Artificial Intelligence, PostgreSQL, DevOps",C++,Hardware Engineer,11 months,"Art Club, Student Government, Coding Club",No
5048,3.08,Robotics,"PostgreSQL, Web Development, DevOps, Data Structures & Algorithms (DSA)","Python, C++, C",Software Developer,21 months,"Sports Club, Coding Club, Student Government",No
5049,2.45,Artificial Intelligence,"Data Structures & Algorithms (DSA), DevOps, SQL",C,Research Assistant,3 months,Sports Club,No
5050,3.2,Information Technology,"DevOps, PostgreSQL, Data Structures & Algorithms (DSA)","Ruby, C++",Data Analyst,24 months,"Volunteering, Debating Society",No
5051,3.96,Software Engineering,"Computer Networks, Machine Learning, Web Development",C++,Systems Engineer,23 months,"Art Club, Debating Society, Student Government",Yes
5052,3.98,Mechanical Engineering,"DevOps, SQL, Web Development, Cloud Computing","C, C++",Software Developer,13 months,Coding Club,Yes
5053,3.01,Software Engineering,"Data Structures & Algorithms (DSA), Operating Systems, Cloud Computing, SQL","Ruby, R",Network Engineer,14 months,Student Government,Yes
5054,2.62,Information Technology,"Machine Learning, Computer Networks, Operating Systems, PostgreSQL, Data Structures & Algorithms (DSA)","JavaScript, R, Python",Network Engineer,21 months,Art Club,Yes
5055,2.76,Software Engineering,"DevOps, PostgreSQL","R, JavaScript",Network Engineer,3 months,Music Club,No
5056,3.9,Robotics,"Artificial Intelligence, PostgreSQL, Operating Systems, SQL","R, Ruby",Systems Engineer,3 months,"Coding Club, Sports Club, Music Club",Yes
5057,2.98,Mechanical Engineering,"Cloud Computing, Computer Networks, Artificial Intelligence, PostgreSQL",C++,Data Analyst,20 months,"Sports Club, Art Club",Yes
5058,2.74,Mechanical Engineering,"Cloud Computing, Operating Systems","Python, C++",Systems Engineer,13 months,"Sports Club, Music Club, Debating Society",Yes
5059,2.42,Robotics,"SQL, Data Structures & Algorithms (DSA)",C++,Hardware Engineer,24 months,"Volunteering, Sports Club",No
5060,3.8,Robotics,"Computer Networks, Artificial Intelligence","C, JavaScript",Research Assistant,21 months,Volunteering,No
5061,2.35,Data Science,"Machine Learning, PostgreSQL, SQL, Computer Networks, Cloud Computing","Python, Ruby",Research Assistant,18 months,"Sports Club, Music Club, Coding Club",No
5062,3.06,Information Technology,"PostgreSQL, Web Development, Machine Learning, Computer Networks, Operating Systems","Python, Java",Hardware Engineer,13 months,"Coding Club, Art Club",No
5063,3.93,Data Science,"Computer Networks, Cloud Computing, Machine Learning, Operating Systems, Data Structures & Algorithms (DSA)","Python, Ruby, C",Research Assistant,15 months,"Student Government, Art Club, Debating Society",No
5064,2.87,Artificial Intelligence,"PostgreSQL, Machine Learning, Web Development, Cloud Computing, Artificial Intelligence",Python,Software Developer,18 months,"Coding Club, Art Club, Student Government",Yes
5065,2.06,Civil Engineering,"SQL, Cloud Computing, PostgreSQL, DevOps","Python, Ruby",Hardware Engineer,6 months,Volunteering,No
5066,3.5,Data Science,"DevOps, Computer Networks, Artificial Intelligence, PostgreSQL, Cloud Computing","Java, Python",Research Assistant,5 months,Volunteering,Yes
5067,2.11,Chemical Engineering,"Machine Learning, Web Development, Artificial Intelligence, DevOps, Computer Networks",JavaScript,Data Analyst,8 months,"Coding Club, Music Club",Yes
5068,2.16,Mechanical Engineering,"SQL, Web Development, Artificial Intelligence, Machine Learning, DevOps","C++, Python, JavaScript",Research Assistant,19 months,"Student Government, Sports Club",Yes
5069,2.87,Mechanical Engineering,"Machine Learning, DevOps","JavaScript, Ruby",Research Assistant,13 months,Art Club,Yes
5070,3.03,Computer Engineering,"Machine Learning, Computer Networks, Web Development, Data Structures & Algorithms (DSA), Cloud Computing",Python,Data Analyst,19 months,Volunteering,No
5071,2.74,Mechanical Engineering,"Artificial Intelligence, Web Development, Computer Networks, PostgreSQL","C++, Ruby, JavaScript",Network Engineer,23 months,Debating Society,No
5072,3.06,Data Science,"Data Structures & Algorithms (DSA), PostgreSQL","Python, Java, R",Hardware Engineer,17 months,"Debating Society, Music Club",Yes
5073,3.61,Data Science,"Artificial Intelligence, Machine Learning","C, Python, Java",Hardware Engineer,16 months,"Volunteering, Sports Club, Coding Club",No
5074,3.06,Mechanical Engineering,"SQL, Operating Systems, Machine Learning","C, Ruby",Data Analyst,24 months,Coding Club,Yes
5075,2.06,Information Technology,"Data Structures & Algorithms (DSA), Computer Networks","Java, C++, R",Research Assistant,11 months,"Art Club, Music Club, Student Government",No
5076,2.9,Data Science,"Cloud Computing, PostgreSQL, Data Structures & Algorithms (DSA), Web Development, Operating Systems",Java,Systems Engineer,3 months,"Art Club, Volunteering, Sports Club",No
5077,2.49,Civil Engineering,"Computer Networks, Artificial Intelligence, Machine Learning, Web Development, Cloud Computing","C, Python, Ruby",Research Assistant,21 months,Sports Club,Yes
5078,3.24,Computer Engineering,"Cloud Computing, Web Development, DevOps","R, C++, Python",Network Engineer,16 months,"Coding Club, Music Club",No
5079,3.53,Information Technology,"Machine Learning, Operating Systems, Data Structures & Algorithms (DSA), SQL",C++,Network Engineer,15 months,"Volunteering, Sports Club",Yes
5080,2.99,Information Technology,"Computer Networks, Machine Learning, Data Structures & Algorithms (DSA)","C, Python, C++",Network Engineer,4 months,"Music Club, Art Club",No
5081,3.06,Software Engineering,"Cloud Computing, Web Development","C, JavaScript, Ruby",Research Assistant,14 months,Sports Club,No
